Age2,Age,Workclass,fnlwgt,Education,Education-num,Marrital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-Per-Week,Native-Country,Income
0,48, Private,119565,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,23, Private,196827,0,10, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,1902,40, United-States,0
0,47, Private,275361,1,12, Widowed, Other-service, Own-child, White,1,0,0,35, United-States,0
0,42, Private,225193,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,17, Private,329783,0,6, Never-married, Sales, Other-relative, White,1,0,0,10, United-States,0
1,29, Local-gov,107411,1,15, Never-married, Prof-specialty, Not-in-family, White,1,0,0,70, United-States,0
1,21, State-gov,258490,0,10, Never-married, Prof-specialty, Not-in-family, White,1,0,0,20, United-States,0
1,18, ?,120243,0,7, Never-married, ?, Own-child, White,0,0,0,27, United-States,0
1,31, Private,219509,0,9, Married-civ-spouse, Other-service, Husband, White,0,0,0,40, Mexico,1
1,27, Local-gov,29174,1,13, Never-married, Prof-specialty, Unmarried, White,1,0,0,40, United-States,0
1,29, Private,40083,1,16, Never-married, Prof-specialty, Not-in-family, White,0,0,0,40, Canada,0
1,23, Private,87528,1,13, Never-married, Sales, Not-in-family, White,1,0,0,45, United-States,0
0,41, Private,116379,1,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,0,0,0,55, Taiwan,1
0,46, Local-gov,216214,1,13, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,35, United-States,1
1,34, Private,268051,0,10, Married-civ-spouse, Protective-serv, Other-relative, Black,1,0,0,25, Haiti,0
0,42, Self-emp-not-inc,121718,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,24, United-States,0
1,18, Private,201901,0,9, Never-married, Handlers-cleaners, Own-child, White,1,0,1719,15, United-States,0
0,46, Private,109089,0,9, Divorced, Craft-repair, Not-in-family, White,0,0,0,37, United-States,0
1,18, ?,346382,0,7, Never-married, ?, Own-child, White,0,0,0,15, United-States,0
0,52, Private,284129,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,1
0,56, Private,143030,0,9, Divorced, Craft-repair, Unmarried, White,1,0,0,40, United-States,0
1,21, Private,212619,1,11, Never-married, Machine-op-inspct, Own-child, White,0,0,0,40, United-States,0
1,22, Self-emp-not-inc,199011,0,9, Never-married, Craft-repair, Other-relative, White,0,0,0,20, United-States,0
1,31, Private,118901,1,13, Divorced, Adm-clerical, Unmarried, White,1,0,0,45, United-States,0
0,41, Self-emp-not-inc,129865,0,9, Married-civ-spouse, Other-service, Husband, White,0,0,0,60, United-States,0
1,25, Private,157900,0,10, Separated, Adm-clerical, Unmarried, White,1,0,0,40, United-States,0
0,43, Self-emp-not-inc,349341,1,13, Divorced, Exec-managerial, Not-in-family, White,0,0,0,60, United-States,0
0,45, Private,158685,0,9, Separated, Sales, Not-in-family, White,1,0,0,40, United-States,0
1,26, Private,386585,0,10, Divorced, Tech-support, Not-in-family, White,0,0,0,60, United-States,0
0,90, Private,52386,0,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander,0,0,0,35, United-States,0
0,45, Private,246891,1,13, Married-civ-spouse, Sales, Husband, White,0,0,1902,40, United-States,1
1,30, Private,190385,1,13, Married-civ-spouse, Other-service, Wife, White,1,0,0,40, United-States,1
0,42, Private,37869,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,20, Private,217807,0,10, Never-married, Handlers-cleaners, Own-child, White,0,0,0,35, United-States,0
0,53, Private,149784,1,13, Married-civ-spouse, Prof-specialty, Husband, White,0,7688,0,40, United-States,1
0,64, State-gov,201293,0,9, Widowed, Adm-clerical, Not-in-family, White,1,0,0,38, United-States,0
0,56, Private,128764,0,4, Widowed, Transport-moving, Not-in-family, White,0,0,0,20, United-States,0
0,42, Private,27444,0,10, Married-spouse-absent, Prof-specialty, Not-in-family, White,0,0,0,40, United-States,1
1,26, Private,62438,1,13, Married-civ-spouse, Sales, Wife, White,1,0,0,40, United-States,1
1,31, Local-gov,151726,1,12, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo,1,0,0,40, United-States,0
0,40, Private,29841,1,13, Married-civ-spouse, Adm-clerical, Wife, White,1,0,0,40, United-States,0
0,58, Private,131608,0,10, Widowed, Craft-repair, Not-in-family, White,0,0,0,40, United-States,0
0,41, Private,110562,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,40, United-States,0
0,58, Self-emp-inc,190541,0,9, Never-married, Sales, Not-in-family, White,0,0,0,47, United-States,0
0,62, State-gov,33142,1,14, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,60, United-States,1
0,65, Self-emp-inc,139272,1,13, Married-civ-spouse, Sales, Husband, White,0,99999,0,60, United-States,1
0,40, Private,234633,0,10, Never-married, Craft-repair, Not-in-family, White,0,0,0,40, United-States,0
0,45, Local-gov,238386,0,10, Married-civ-spouse, Protective-serv, Husband, White,0,0,0,40, United-States,1
1,22, Private,460835,0,9, Never-married, Craft-repair, Own-child, White,0,0,0,55, United-States,0
1,23, ?,243190,0,10, Never-married, ?, Own-child, Asian-Pac-Islander,0,0,0,20, China,0
0,63, Federal-gov,97855,1,14, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,50, United-States,1
1,39, Private,77146,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,1887,50, United-States,1
1,37, Private,200863,0,10, Widowed, Craft-repair, Unmarried, White,0,0,0,40, United-States,0
1,25, ?,41107,1,13, Married-spouse-absent, ?, Not-in-family, White,0,0,0,40, Canada,0
0,56, Private,77415,0,7, Married-civ-spouse, Farming-fishing, Husband, White,0,0,0,50, United-States,0
1,32, Private,236770,0,10, Divorced, Sales, Not-in-family, White,0,0,0,50, United-States,0
0,53, Federal-gov,173093,0,10, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander,1,0,1887,40, Philippines,1
1,32, Private,235124,1,11, Divorced, Prof-specialty, Not-in-family, White,0,0,0,40, United-States,0
1,23, Self-emp-not-inc,282604,0,7, Married-civ-spouse, Transport-moving, Husband, White,0,7688,0,60, United-States,1
1,35, Private,199288,0,7, Separated, Transport-moving, Not-in-family, White,0,0,0,90, United-States,0
0,51, Private,191659,0,10, Married-civ-spouse, Exec-managerial, Husband, White,0,0,1887,65, United-States,1
1,19, Private,43285,0,10, Never-married, Adm-clerical, Own-child, White,1,0,0,20, United-States,0
0,41, Private,160837,0,7, Married-spouse-absent, Machine-op-inspct, Not-in-family, White,0,0,0,40, Guatemala,0
1,22, Private,230574,0,6, Never-married, Transport-moving, Own-child, White,0,0,0,25, United-States,0
1,23, Private,176178,0,9, Never-married, Tech-support, Own-child, White,1,0,0,40, United-States,0
1,36, Private,116358,1,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander,0,0,0,40, Taiwan,1
1,27, ?,253873,0,10, Divorced, ?, Not-in-family, White,1,0,0,25, United-States,0
0,45, Private,107787,1,11, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, Canada,0
1,23, Self-emp-not-inc,519627,0,9, Never-married, Farming-fishing, Not-in-family, White,0,0,0,25, Mexico,0
1,21, Private,191460,0,7, Never-married, Other-service, Unmarried, Black,1,0,0,40, United-States,0
0,44, Private,198282,1,14, Married-civ-spouse, Exec-managerial, Husband, White,0,15024,0,40, United-States,1
1,29, Private,214858,1,13, Married-civ-spouse, Sales, Husband, White,0,0,0,40, United-States,1
1,36, Self-emp-not-inc,64875,1,11, Married-civ-spouse, Tech-support, Husband, White,0,0,0,60, United-States,0
1,18, Private,675421,0,5, Never-married, Handlers-cleaners, Own-child, White,0,594,0,40, United-States,0
0,62, Self-emp-not-inc,134768,0,8, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,1
1,25, Federal-gov,207342,0,10, Never-married, Exec-managerial, Not-in-family, Black,0,0,0,40, United-States,0
1,34, Private,64830,1,12, Divorced, Exec-managerial, Not-in-family, White,1,0,0,45, United-States,0
1,31, Private,220066,1,13, Never-married, Exec-managerial, Not-in-family, White,1,14344,0,50, United-States,1
1,37, Private,82521,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,15024,0,40, United-States,1
1,33, Private,176711,1,13, Married-civ-spouse, Farming-fishing, Husband, White,0,0,0,40, England,0
1,22, ?,217421,0,10, Never-married, ?, Own-child, White,1,0,0,30, United-States,0
1,28, Private,111900,1,12, Married-civ-spouse, Sales, Husband, White,0,0,0,30, United-States,0
1,22, ?,196943,0,10, Separated, ?, Own-child, White,0,0,0,25, United-States,0
0,47, Private,481987,0,9, Married-civ-spouse, Other-service, Husband, White,0,0,0,40, United-States,1
0,67, ?,184506,0,7, Married-civ-spouse, ?, Husband, White,0,0,419,3, United-States,0
1,20, ?,121313,0,6, Never-married, ?, Own-child, White,0,0,0,40, United-States,0
1,34, Private,158420,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,70, United-States,0
1,26, Private,256000,1,15, Married-civ-spouse, Prof-specialty, Husband, White,0,99999,0,60, United-States,1
1,36, Private,183892,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,7298,0,44, United-States,1
1,28, Private,42734,0,9, Never-married, Handlers-cleaners, Own-child, White,0,0,0,40, United-States,0
1,22, Private,181773,0,9, Never-married, Transport-moving, Own-child, Black,0,0,0,40, United-States,0
0,47, Private,184945,0,10, Separated, Other-service, Not-in-family, Black,1,0,0,35, United-States,0
1,33, Private,107248,1,11, Never-married, Adm-clerical, Not-in-family, White,0,0,0,45, United-States,0
1,34, Self-emp-inc,215382,1,14, Separated, Prof-specialty, Not-in-family, White,1,4787,0,40, United-States,1
1,25, Private,122999,0,9, Never-married, Craft-repair, Own-child, White,0,0,0,40, United-States,0
1,37, Private,758700,0,5, Married-civ-spouse, Handlers-cleaners, Husband, White,0,3781,0,50, Mexico,0
1,36, State-gov,166606,0,9, Married-civ-spouse, Protective-serv, Husband, White,0,0,0,40, United-States,0
0,61, Local-gov,192060,1,13, Separated, Prof-specialty, Not-in-family, White,0,0,0,30, ?,0
0,74, ?,340939,0,5, Married-civ-spouse, ?, Husband, White,0,3471,0,40, United-States,0
0,57, Private,205708,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, Poland,0
0,55, Private,67450,1,16, Never-married, Prof-specialty, Not-in-family, White,0,0,0,40, England,0
1,20, Private,242077,0,9, Divorced, Sales, Not-in-family, Black,1,0,0,40, United-States,0
0,43, Private,129573,0,9, Never-married, Sales, Not-in-family, Black,1,0,0,44, United-States,0
0,54, Private,181132,0,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,40, England,1
1,25, Private,212302,0,10, Separated, Adm-clerical, Unmarried, White,1,0,0,40, United-States,0
0,42, Private,83411,0,10, Divorced, Exec-managerial, Not-in-family, White,0,0,1408,40, United-States,0
1,23, ?,148751,0,10, Never-married, ?, Not-in-family, White,1,0,0,35, United-States,0
1,17, Private,317681,0,7, Never-married, Craft-repair, Own-child, White,0,0,0,10, United-States,0
1,39, ?,103986,0,9, Never-married, ?, Not-in-family, White,0,0,1590,40, United-States,0
0,63, Private,30602,0,4, Married-spouse-absent, Other-service, Unmarried, Amer-Indian-Eskimo,1,0,0,40, United-States,0
1,19, Private,172893,0,10, Never-married, Exec-managerial, Own-child, White,1,0,0,30, United-States,0
0,56, Self-emp-inc,211804,1,13, Married-civ-spouse, Sales, Husband, White,0,15024,0,50, United-States,1
1,33, Self-emp-not-inc,312055,1,13, Married-civ-spouse, Sales, Husband, White,0,0,0,45, United-States,1
1,37, Private,65390,1,13, Married-civ-spouse, Farming-fishing, Husband, White,0,0,0,50, United-States,0
1,27, Private,200500,0,4, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,45, United-States,0
1,36, Local-gov,241962,1,13, Married-civ-spouse, Adm-clerical, Husband, White,0,0,0,40, United-States,0
1,30, Self-emp-inc,78530,0,9, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,65, Canada,1
1,22, Private,189950,1,13, Never-married, Prof-specialty, Not-in-family, White,0,0,0,55, United-States,0
1,35, Private,111387,0,10, Married-civ-spouse, Handlers-cleaners, Husband, White,0,0,1579,40, United-States,0
1,20, Private,241951,0,9, Never-married, Handlers-cleaners, Not-in-family, White,0,0,0,45, United-States,0
1,18, Private,343059,0,10, Never-married, Sales, Own-child, White,1,0,0,40, United-States,0
1,25, Private,302465,0,8, Never-married, Machine-op-inspct, Not-in-family, White,0,0,1741,40, United-States,0
0,53, Private,156843,1,14, Never-married, Prof-specialty, Not-in-family, White,1,0,1564,54, United-States,1
1,21, ?,79728,0,10, Never-married, ?, Own-child, White,1,0,0,40, United-States,0
1,19, Private,55284,0,9, Never-married, Sales, Own-child, White,1,0,0,35, United-States,0
1,34, Private,509364,0,9, Divorced, Machine-op-inspct, Not-in-family, White,0,0,0,30, United-States,0
1,32, State-gov,117927,0,10, Never-married, Adm-clerical, Not-in-family, Black,1,0,0,40, United-States,0
1,20, Private,137651,0,10, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo,0,0,0,40, United-States,0
0,70, Private,131060,0,4, Married-civ-spouse, Other-service, Husband, White,0,0,0,25, United-States,0
0,57, Private,346963,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,40, United-States,1
0,54, Private,183611,0,10, Married-civ-spouse, Sales, Husband, White,0,3137,0,50, United-States,0
1,34, Private,134737,1,11, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,40, United-States,0
0,48, Private,36503,0,10, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,40, United-States,1
0,42, Private,250121,0,7, Married-civ-spouse, Other-service, Wife, White,1,0,0,40, United-States,0
0,45, Private,330535,0,9, Never-married, Adm-clerical, Not-in-family, White,0,3325,0,40, United-States,0
1,27, Private,387776,0,10, Never-married, Other-service, Own-child, White,0,0,0,40, United-States,0
0,51, Private,41474,0,6, Married-civ-spouse, Other-service, Husband, White,0,0,0,40, Mexico,0
1,36, Local-gov,318972,0,10, Divorced, Adm-clerical, Unmarried, White,1,0,0,65, United-States,0
1,33, Private,86143,0,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander,0,0,0,40, Philippines,0
0,50, Private,181139,0,10, Never-married, Farming-fishing, Not-in-family, White,0,0,0,40, United-States,0
0,44, Private,326232,1,13, Divorced, Exec-managerial, Unmarried, White,0,0,2547,50, United-States,1
1,39, Local-gov,153976,1,14, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,40, United-States,1
0,55, Self-emp-not-inc,59469,0,5, Married-civ-spouse, Farming-fishing, Husband, White,0,0,0,25, United-States,0
1,24, Private,127139,0,10, Never-married, Adm-clerical, Own-child, White,1,0,0,40, United-States,0
1,35, Private,136343,0,9, Never-married, Sales, Not-in-family, White,0,0,0,40, United-States,0
1,32, Self-emp-not-inc,350624,0,8, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
0,66, ?,177351,1,13, Married-civ-spouse, ?, Husband, White,0,0,2174,40, United-States,1
0,68, Private,166149,0,9, Widowed, Adm-clerical, Not-in-family, White,1,0,2206,30, United-States,0
1,29, Private,121523,0,7, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,60, United-States,0
1,24, Self-emp-not-inc,267396,1,13, Never-married, Sales, Not-in-family, White,0,0,0,40, United-States,0
0,61, Private,83045,0,5, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,40, United-States,0
1,34, Private,160449,0,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,44, United-States,1
0,55, Self-emp-inc,124137,1,15, Married-civ-spouse, Prof-specialty, Husband, White,0,0,2415,35, Greece,1
1,20, ?,287681,0,10, Never-married, ?, Own-child, White,0,0,0,36, United-States,0
0,41, Private,154194,0,9, Never-married, Sales, Own-child, White,1,0,0,40, United-States,0
1,36, Self-emp-not-inc,295127,0,9, Married-civ-spouse, Farming-fishing, Husband, White,0,0,0,84, United-States,0
0,60, Private,240521,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,7298,0,40, United-States,1
0,61, Self-emp-not-inc,244087,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,52, United-States,1
1,35, Private,356250,1,15, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander,0,0,0,35, China,0
0,42, State-gov,293791,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,50, United-States,1
1,26, Private,44308,1,13, Never-married, Tech-support, Not-in-family, White,0,0,0,40, United-States,0
0,44, Local-gov,210527,0,10, Never-married, Other-service, Unmarried, Black,1,0,0,40, United-States,0
1,31, State-gov,151763,1,14, Never-married, Adm-clerical, Not-in-family, White,0,0,0,25, United-States,0
1,39, State-gov,267581,0,9, Never-married, Other-service, Not-in-family, Black,0,0,0,40, United-States,0
1,20, Private,100188,0,10, Never-married, Tech-support, Own-child, White,1,0,0,24, United-States,0
1,32, Self-emp-inc,111746,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,32, Self-emp-not-inc,171091,0,9, Married-civ-spouse, Sales, Husband, White,0,0,0,40, United-States,0
0,61, Private,355645,0,5, Married-civ-spouse, Machine-op-inspct, Husband, Black,0,0,0,20, Trinadad&Tobago,0
0,54, Local-gov,137678,0,10, Divorced, Adm-clerical, Unmarried, White,1,0,0,40, United-States,0
1,23, Private,70894,1,12, Never-married, Craft-repair, Other-relative, White,0,0,0,40, United-States,0
1,19, Private,171306,0,9, Never-married, Sales, Own-child, White,0,0,0,3, United-States,0
1,31, Private,100997,0,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo,0,0,0,40, United-States,0
1,35, Private,63921,0,3, Married-civ-spouse, Handlers-cleaners, Husband, White,0,0,0,40, Mexico,0
1,29, Private,32897,0,9, Divorced, Other-service, Not-in-family, White,1,0,0,25, United-States,0
1,29, Local-gov,251854,0,9, Never-married, Protective-serv, Not-in-family, Black,1,0,0,40, United-States,0
1,25, Private,345121,0,6, Separated, Other-service, Own-child, White,1,0,0,25, United-States,0
0,46, Private,86220,1,13, Divorced, Sales, Not-in-family, White,1,0,0,40, United-States,0
1,35, Private,172845,1,11, Never-married, Other-service, Unmarried, White,1,0,0,30, United-States,0
1,20, Private,171398,0,6, Never-married, Sales, Not-in-family, Other,0,0,0,40, United-States,0
1,24, Self-emp-not-inc,174391,0,9, Married-civ-spouse, Adm-clerical, Wife, White,1,0,0,40, United-States,0
0,48, Private,207058,0,9, Divorced, Adm-clerical, Unmarried, White,1,0,0,37, United-States,0
1,37, Private,291251,0,9, Divorced, Machine-op-inspct, Not-in-family, White,1,0,0,40, United-States,0
0,60, Self-emp-not-inc,224377,0,9, Married-civ-spouse, Sales, Husband, White,0,0,0,40, United-States,0
1,39, Private,105813,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,29, Local-gov,180916,0,10, Separated, Adm-clerical, Unmarried, White,1,0,0,38, United-States,0
1,31, Self-emp-not-inc,122749,1,11, Divorced, Craft-repair, Own-child, White,0,0,0,20, United-States,0
1,38, Private,31069,1,11, Married-civ-spouse, Craft-repair, Husband, White,0,4386,0,40, United-States,1
1,26, Self-emp-not-inc,284343,1,12, Never-married, Craft-repair, Not-in-family, White,0,0,0,40, United-States,0
0,64, Private,319371,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,15024,0,40, United-States,1
0,46, Private,174224,1,11, Divorced, Protective-serv, Not-in-family, Black,0,0,0,40, United-States,0
0,69, ?,183958,0,9, Married-civ-spouse, ?, Husband, White,0,0,0,8, United-States,0
1,39, Private,127772,0,9, Married-civ-spouse, Sales, Husband, White,0,3103,0,44, United-States,1
0,48, Private,80651,0,9, Divorced, Machine-op-inspct, Not-in-family, White,1,0,0,55, United-States,0
0,46, Private,62793,0,9, Divorced, Sales, Other-relative, White,1,0,0,40, United-States,0
0,42, Private,191712,1,13, Divorced, Sales, Not-in-family, White,0,0,1590,40, United-States,0
1,39, Self-emp-not-inc,237532,0,9, Married-civ-spouse, Sales, Wife, Black,1,0,0,54, Dominican-Republic,1
0,50, Federal-gov,20179,1,14, Married-civ-spouse, Tech-support, Husband, White,0,0,0,40, United-States,1
1,24, Private,311376,1,13, Never-married, Prof-specialty, Not-in-family, White,1,0,0,40, United-States,0
1,30, Private,432565,1,11, Married-civ-spouse, Tech-support, Other-relative, White,1,0,0,40, Canada,1
1,39, Self-emp-inc,329980,1,13, Married-civ-spouse, Sales, Husband, White,0,0,2415,60, United-States,1
1,29, Self-emp-not-inc,125190,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,23, Private,342946,0,7, Never-married, Transport-moving, Own-child, White,1,0,0,38, United-States,0
1,21, ?,219835,1,11, Never-married, ?, Not-in-family, White,0,0,0,40, United-States,0
1,32, Private,123429,0,6, Separated, Craft-repair, Not-in-family, White,0,0,0,40, United-States,0
0,69, Self-emp-inc,69209,1,13, Married-civ-spouse, Machine-op-inspct, Husband, White,0,3818,0,30, United-States,0
0,55, Private,66356,0,9, Separated, Handlers-cleaners, Unmarried, White,0,0,0,40, United-States,0
0,41, Private,195897,0,10, Married-civ-spouse, Sales, Husband, White,0,0,0,50, United-States,0
0,44, Self-emp-inc,153132,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,7688,0,52, United-States,1
1,18, Private,230875,0,7, Never-married, Adm-clerical, Not-in-family, White,0,0,0,40, United-States,0
0,74, Self-emp-not-inc,92298,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,10, United-States,0
0,40, Private,185145,1,16, Married-civ-spouse, Prof-specialty, Husband, White,0,0,0,40, United-States,1
1,27, Private,297296,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
0,75, ?,164849,0,5, Married-civ-spouse, ?, Husband, Black,0,1409,0,5, United-States,0
0,55, Private,145214,0,9, Divorced, Adm-clerical, Not-in-family, White,1,0,0,40, United-States,0
0,52, Self-emp-not-inc,242341,0,4, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo,0,0,0,40, United-States,0
0,54, Private,240542,0,10, Divorced, Sales, Unmarried, White,1,0,0,48, United-States,0
1,36, Private,104772,0,9, Divorced, Craft-repair, Unmarried, White,0,0,0,48, United-States,0
0,76, ?,152802,0,10, Married-civ-spouse, ?, Husband, White,0,0,0,8, United-States,0
1,26, Private,181666,0,9, Never-married, Handlers-cleaners, Own-child, White,1,0,0,40, United-States,0
1,18, Private,415520,0,7, Never-married, Craft-repair, Own-child, White,0,0,0,20, United-States,0
1,38, Private,258761,0,9, Divorced, Exec-managerial, Not-in-family, White,0,0,0,50, United-States,0
0,50, Private,88842,1,13, Married-civ-spouse, Transport-moving, Husband, White,0,7298,0,40, United-States,1
1,19, ?,356717,0,10, Never-married, ?, Own-child, White,1,0,0,25, United-States,0
1,32, Private,158438,0,10, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,60, United-States,1
0,57, Private,206206,1,13, Married-civ-spouse, Sales, Husband, White,0,0,0,40, United-States,1
1,20, Private,51816,0,9, Never-married, Protective-serv, Own-child, Black,0,0,0,40, United-States,0
1,27, Private,253814,0,10, Never-married, Adm-clerical, Not-in-family, White,1,0,0,40, United-States,0
1,31, Self-emp-not-inc,161745,1,13, Married-spouse-absent, Exec-managerial, Not-in-family, White,0,0,1980,60, United-States,0
0,60, Private,162947,0,3, Divorced, Machine-op-inspct, Not-in-family, White,1,0,0,40, Puerto-Rico,0
0,52, Private,163027,0,9, Divorced, Craft-repair, Unmarried, White,1,0,0,50, United-States,0
0,61, Private,146788,0,4, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,40, United-States,0
0,57, Self-emp-not-inc,73309,0,9, Widowed, Craft-repair, Not-in-family, White,0,0,0,55, United-States,1
1,19, ?,143867,0,10, Never-married, ?, Own-child, White,0,0,0,40, United-States,0
0,59, Self-emp-not-inc,104216,1,15, Married-civ-spouse, Sales, Husband, White,0,0,0,25, United-States,0
1,34, Self-emp-not-inc,345705,0,9, Never-married, Craft-repair, Not-in-family, White,0,0,0,45, United-States,1
1,31, Private,133770,1,12, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander,0,0,0,50, United-States,1
0,42, Private,209392,0,9, Divorced, Protective-serv, Not-in-family, Black,0,0,0,35, United-States,0
0,70, Private,262345,0,10, Never-married, Adm-clerical, Not-in-family, White,1,0,0,6, United-States,0
0,47, Private,277545,1,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander,0,0,0,40, ?,1
0,47, ?,174525,0,9, Married-civ-spouse, ?, Husband, White,0,3942,0,40, ?,0
1,29, Private,490332,0,10, Married-civ-spouse, Transport-moving, Husband, White,0,0,0,45, United-States,1
1,27, Private,211570,0,7, Never-married, Handlers-cleaners, Other-relative, Black,0,0,0,40, United-States,0
1,25, Private,374918,0,8, Married-civ-spouse, Other-service, Wife, White,1,0,0,40, United-States,0
0,51, Private,106728,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,5178,0,60, United-States,1
1,28, Private,173649,0,9, Never-married, Other-service, Own-child, Black,1,0,0,40, ?,0
1,35, Private,174597,1,13, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
1,36, Self-emp-not-inc,233533,0,10, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,60, United-States,1
0,54, ?,169785,1,14, Never-married, ?, Not-in-family, White,1,0,0,40, United-States,0
0,46, Private,133169,1,11, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,40, United-States,0
0,52, Private,198824,1,11, Separated, Other-service, Unmarried, White,1,0,0,35, United-States,0
0,65, Private,174056,0,4, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,40, United-States,0
0,43, Private,188696,1,11, Divorced, Machine-op-inspct, Not-in-family, White,0,0,0,40, United-States,0
0,41, Local-gov,90692,0,9, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander,1,0,0,40, United-States,0
1,34, Private,271933,1,13, Never-married, Exec-managerial, Other-relative, White,1,0,1741,45, United-States,0
0,47, Self-emp-not-inc,102359,1,13, Married-civ-spouse, Exec-managerial, Husband, White,0,0,0,30, United-States,0
0,49, Federal-gov,213668,1,14, Never-married, Exec-managerial, Not-in-family, White,0,0,0,56, United-States,1
1,21, Private,294789,0,10, Never-married, Other-service, Not-in-family, White,1,0,0,25, United-States,0
1,20, Private,157599,0,10, Never-married, Other-service, Not-in-family, White,1,0,0,25, United-States,0
1,18, Local-gov,134935,0,8, Never-married, Protective-serv, Own-child, White,0,0,0,40, United-States,0
1,27, Private,466224,0,10, Never-married, Sales, Not-in-family, Black,0,0,0,40, United-States,0
1,34, Self-emp-not-inc,111985,0,9, Married-civ-spouse, Craft-repair, Husband, White,0,0,0,50, United-States,0
1,38, Private,264627,0,10, Divorced, Adm-clerical, Unmarried, White,1,0,0,40, United-States,0
1,24, Private,213427,0,9, Never-married, Adm-clerical, Not-in-family, White,0,0,0,40, United-States,0
1,34, Private,279015,0,10, Never-married, Sales, Not-in-family, White,0,0,0,65, United-States,0
0,47, Private,165937,0,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,0,0,50, United-States,1
1,27, Federal-gov,188343,0,9, Separated, Exec-managerial, Unmarried, Black,1,0,0,40, United-States,0
0,63, Private,158609,1,11, Widowed, Adm-clerical, Unmarried, White,1,0,0,8, United-States,0
1,34, Private,193036,0,10, Married-civ-spouse, Adm-clerical, Husband, Black,0,0,0,40, United-States,1
1,25, Private,198632,0,10, Married-spouse-absent, Sales, Not-in-family, White,0,0,0,50, United-States,0
